,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
728.,S.I.RE. S.P.A.,STS 10 S.N.C.,ARENA PO,Italy,2220,n.a.,32,33,28,23,17,14,10,6,8,n.a.,33,33,28,30,30,27,20,n.a.,12
561.,S.MED.E. PANTELLERIA S.P.A.,VLE STRASBURGO 189,PALERMO,Italy,3510,n.a.,11,14,16,16,16,15,13,11,15,n.a.,45,45,46,47,47,47,47,47,48
830.,S.N.F. STAZIONI NORD FACILITY S.C. A R.L.,VIA DEI VILLINI 3/A,ROMA,Italy,4120,n.a.,15,10,10,9,7,n.a.,n.a.,n.a.,n.a.,n.a.,81,72,76,72,57,n.a.,n.a.,n.a.,n.a.
4.,S.P.A. SICULO EMILIANA PER LA PRODUZIONE DI CARTA E CARTONI S.A.C.C.A.,VIA PASTERIA 17,CALATABIANO,Italy,1712,n.a.,6,7,6,6,5,5,5,3,5,n.a.,19,19,18,19,18,18,19,14,17
3.,"S.T.S. SOCIETA' CONSORTILE TRASPORTI SFUSI A RESPONSABILITA' LIMITATA, IN SIGLA S.T.S. S.R.L.",VIA PER OSPEDALETTO 20,CASTEL IVANO,Italy,4941,n.a.,14,13,13,13,14,13,13,11,12,n.a.,6,6,6,6,6,6,n.a.,6,6
758.,SAAR DEPOSITI PORTUALI SPA, PONTE PALEOCAPA,GENOVA,Italy,5210,n.a.,15,11,12,11,11,13,9,11,9,n.a.,47,46,45,44,43,40,39,38,36
239.,SACAL - SOCIETA' ALLUMINIO CARISIO - S.P.A.,STR COMPLANARE 10,CARISIO,Italy,2442,n.a.,87,138,126,118,120,138,123,61,155,n.a.,117,114,109,107,107,109,102,104,118
649.,SACCI - SOCIETA' A RESPONSABILITA' LIMITATA IN LIQUIDAZIONE,VLE DI VILLA MASSIMO 47,ROMA,Italy,2361,n.a.,n.a.,68,107,116,144,191,184,n.a.,n.a.,n.a.,n.a.,419,488,608,655,669,304,n.a.,n.a.
592.,SADAM ABRUZZO SPA,VIA DEGLI AGRESTI 4,BOLOGNA,Italy,2893,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
83.,SADAM CASTIGLIONESE SPA,VIA AGRESTI 4,BOLOGNA,Italy,1081,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
248.,SADAM ISZ SPA,VIA TOGLIATTI 58,VILLASOR,Italy,1081,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
181.,SADAM S.P.A.,VIA DEGLI AGRESTI 4/E 6,BOLOGNA,Italy,1081,n.a.,212,355,325,346,455,440,367,326,409,n.a.,127,286,384,411,454,505,525,562,666
41.,SADEPAN CHIMICA S.R.L.,VLE LOMBARDIA 29,VIADANA,Italy,2016,n.a.,151,155,162,177,178,203,0,n.a.,n.a.,n.a.,129,120,125,134,148,152,n.a.,n.a.,n.a.
133.,SAFTA S.P.A.,VIA CARLO MUSSA 266,CASTELLAZZO BORMIDA,Italy,2222,n.a.,128,118,122,116,112,111,96,86,99,n.a.,355,344,332,317,310,303,304,313,308
325.,SAINT-GOBAIN GLASS ITALIA S.P.A.,VIA PONTE A PIGLIERI 2,PISA,Italy,2310,n.a.,131,121,115,108,97,107,94,90,160,n.a.,377,359,364,358,357,356,336,299,385
590.,SAINT-GOBAIN PPC ITALIA S.P.A.,VIA ETTORE ROMAGNOLI 6,MILANO,Italy,2030,n.a.,232,231,225,228,237,273,208,131,167,n.a.,616,619,656,679,685,734,288,374,342
104.,SAIT ABRASIVI S.P.A.,VIA LUIGI RASPINI 21,SETTIMO TORINESE,Italy,2391,n.a.,74,74,77,78,76,81,78,66,89,n.a.,332,333,340,337,337,349,351,349,369
253.,SAME DEUTZ-FAHR ITALIA S.P.A.,VLE FRANCESCO CASSANI 15,TREVIGLIO,Italy,2830,n.a.,916,917,874,879,799,792,654,578,789,n.a.,"1,324","1,317","1,281","1,277","1,249","1,197","1,253",n.a.,"1,439"
652.,SAMPOL ITALIA S.R.L.,VIA ELEONORA DUSE 53,ROMA,Italy,4321,n.a.,8,8,7,3,0,n.a.,n.a.,n.a.,n.a.,n.a.,8,8,9,6,n.a.,n.a.,n.a.,n.a.,n.a.
619.,SAN DOMENICO VETRARIA S.P.A.,VIA SAN DOMENICO,OTTAVIANO,Italy,2310,n.a.,33,32,32,25,26,27,25,25,29,n.a.,88,89,89,93,89,92,89,n.a.,85
604.,SAN PELLEGRINO S.R.L.,STR DI VAGNO 15,NARNI,Italy,3511,n.a.,2,2,2,3,3,3,1,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
282.,SANDOZ INDUSTRIAL PRODUCTS S.P.A.,CSO VERONA 165,ROVERETO,Italy,2110,n.a.,90,84,80,76,76,70,60,61,62,n.a.,153,158,162,158,151,155,160,158,159
159.,SANGALLI VETRO MANFREDONIA S.P.A.,VIA CONEGLIANO 75/G,SUSEGANA,Italy,2311,n.a.,n.a.,n.a.,118,111,116,120,77,0,n.a.,n.a.,n.a.,n.a.,368,375,373,311,258,227,n.a.
492.,SANOFI S.P.A.,VLE LUIGI BODIO 37/B,MILANO,Italy,2120,n.a.,"1,597","1,607","1,611","1,550","1,461","1,511","1,480","1,466","1,450",n.a.,"2,116","2,332","2,358","2,452","2,691","2,949","2,559","2,641","2,883"
870.,SANPAOLINA SRL IN LIQUIDAZIONE,VIA DANTE ALIGHIERI 149,SCAFATI,Italy,1039,n.a.,0,0,0,0,1,12,16,20,21,n.a.,n.a.,1,3,2,3,121,127,247,128
363.,SAPIO PRODUZIONE IDROGENO OSSIGENO SRL,VIA SAN MAURILIO 13,MILANO,Italy,2011,n.a.,241,239,235,250,257,269,245,226,272,n.a.,616,628,625,657,661,672,681,688,709
801.,SARDA LATERIZI S.R.L.,ZIN - VIA PIGAFETTA 1,PORTO TORRES,Italy,2332,n.a.,2,0,2,3,3,4,5,5,7,n.a.,n.a.,n.a.,22,32,37,37,37,40,42
723.,SARL ORI MARTIN FRANCE,22 B RUE DUPONT DES LOGES,METZ,France,4672,n.a.,n.a.,1,1,1,1,n.a.,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
897.,SARLUX S.R.L.,STS 195,SARROCH,Italy,1920,n.a.,904,"1,292",803,679,623,553,546,500,750,n.a.,"1,171","1,172","1,095",509,2,2,9,14,24
145.,SASOL ITALY ENERGIA S.R.L.,CNT MARCELLINO SNC,AUGUSTA,Italy,3511,18,2,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
331.,SASOL ITALY S.P.A.,VIA VITTOR PISANI 20,MILANO,Italy,1920,"1,113",865,"1,079",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,615,620,646,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
256.,SAVOIA ITALIA S.P.A.,VIA GHIAROLA NUOVA 77,FIORANO MODENESE,Italy,2331,n.a.,32,30,29,28,33,36,35,33,37,n.a.,123,122,128,137,143,144,138,133,144
487.,SCA PACKAGING ITALIA SPA,VIA DEL FRIZZONE SNC,PORCARI,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
43.,SCARLINO ENERGIA S.R.L.,VIA BENEDETTO VARCHI 34,FIRENZE,Italy,3511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,16,21,20,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,60,60,60,63
456.,SCIANATICO LATERIZI S.R.L.,VIA MELO DA BARI 227,BARI,Italy,2332,n.a.,5,4,4,4,0,n.a.,n.a.,n.a.,n.a.,n.a.,40,49,49,49,46,n.a.,n.a.,n.a.,n.a.
697.,SEA ENERGIA S.P.A.,PRE AEROPORTO MILANO LINATE,SEGRATE,Italy,3511,n.a.,46,49,53,59,72,63,53,46,50,n.a.,29,29,28,28,26,26,25,23,24
327.,SEA SOCIETA' ELETTRICA DI FAVIGNANA S.P.A.,VIA EMERICO AMARI 8,PALERMO,Italy,2733,n.a.,8,7,8,10,10,9,8,8,7,n.a.,42,41,41,37,37,35,n.a.,n.a.,41
465.,SEDAMYL S.P.A.,VIA MONVISO 24,SALUZZO,Italy,1062,n.a.,223,209,201,218,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,169,170,83,165,n.a.,n.a.,n.a.,n.a.,n.a.
346.,SEI ENERGIA S.P.A.,VIA GENOVA 66,RIVOLI,Italy,3523,n.a.,n.a.,12,21,24,23,20,22,32,32,n.a.,n.a.,15,29,33,30,31,27,45,56
495.,SEI SERVIZI ENERGETICI INTEGRATI S.R.L.,VIA GIUSEPPE TALIERCIO 3,MANTOVA,Italy,3522,n.a.,28,28,28,32,33,30,29,28,28,n.a.,46,48,45,44,45,44,43,41,41
792.,SERRAVALLE ENERGY S.R.L.,VIA ALESSANDRO MANZONI SNC,PETILIA POLICASTRO,Italy,3511,n.a.,17,16,0,0,0,0,0,n.a.,n.a.,n.a.,43,43,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
907.,SERVICIOS AEREOS SUDAMERICANOS SA,AV BERNARDINO RIVADAVIA 2057 4 B,BUENOS AIRES,Argentina,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,15,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
242.,SERVIZI A RETE S.R.L.,CNT PEDEMURO SAN BIAGIO 72,VICENZA,Italy,3511,n.a.,57,57,55,61,61,58,53,56,81,n.a.,140,138,144,146,152,148,153,150,n.a.
838.,SERVIZI MILAZZO S.R.L.,CNT MANGIAVACCA SN,MILAZZO,Italy,2011,n.a.,57,75,14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,17,17,17,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
485.,SET S.P.A.,VIA GIULIO UBERTI 37,MILANO,Italy,3511,n.a.,97,72,64,75,128,159,115,104,194,n.a.,29,29,29,29,29,29,29,29,12
300.,SEVES SOCIETA' PER AZIONI,VIA REGINALDO GIULIANI 360,FIRENZE,Italy,2310,n.a.,n.a.,n.a.,296,329,376,383,386,376,429,n.a.,n.a.,n.a.,"2,408",253,"3,019","3,331",278,278,"4,414"
849.,SICA - S.R.L.,VIA MARTIRI DELLA LOGGIA 51,SAN MARZANO SUL SARNO,Italy,1039,n.a.,32,31,31,24,19,21,15,17,16,n.a.,43,52,56,52,52,131,30,69,28
120.,SICEM - SAGA S.P.A.,VIA NAZARIO SAURO 7,PARMA,Italy,0210,n.a.,44,44,46,48,45,44,43,26,37,n.a.,77,75,76,78,78,78,74,n.a.,76
605.,SICHENIA GRUPPO CERAMICHE S.P.A.,VIA TOSCANA 12,SASSUOLO,Italy,2331,n.a.,n.a.,33,23,23,37,47,44,49,65,n.a.,n.a.,221,246,288,316,335,357,361,374
364.,SICIT 2000 S.P.A.,VIA ARZIGNANO 80,CHIAMPO,Italy,2014,n.a.,47,41,38,34,30,28,25,21,29,n.a.,95,89,85,84,78,69,67,67,69
431.,SIDERFORGEROSSI GROUP S.P.A.,VIA CARTIERA DI MEZZO 38,ARSIERO,Italy,2550,n.a.,152,194,212,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,095","1,103","1,173",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
690.,SIFAGEST S.C.A.R.L.,VIA DELLA PILA 119,VENEZIA,Italy,3700,n.a.,13,12,13,23,24,16,11,n.a.,n.a.,n.a.,31,31,32,72,72,74,n.a.,n.a.,n.a.
191.,SILA S.R.L.,VIA ENRICO FERMI 1,NOALE,Italy,1091,n.a.,15,17,16,13,12,11,9,7,7,n.a.,37,33,29,34,29,23,n.a.,18,18
754.,SILSTON SPA,LOC FORNACI MUCCI,PIENZA,Italy,2332,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
115.,SIMA CERAMICHE S.R.L.,VIA VIGNOLA 37,MARANELLO,Italy,2331,n.a.,5,4,4,4,4,5,5,5,6,n.a.,26,26,26,26,32,33,n.a.,n.a.,n.a.
372.,SINTERAMA S.P.A.,VIA GRAMSCI 5,SANDIGLIANO,Italy,1310,n.a.,131,128,128,134,122,130,117,87,114,n.a.,898,998,994,"1,044",889,742,766,776,798
802.,SIRAM S.P.A.,VIA BISCEGLIE 95,MILANO,Italy,4322,n.a.,543,591,615,732,774,777,652,658,646,n.a.,"2,061","2,145","2,180","2,512","2,698","2,681","2,696","2,643","2,647"
65.,SIRIO S.P.A.,VLE DELL'AVIAZIONE 65,MILANO,Italy,5110,n.a.,n.a.,66,75,73,80,77,71,71,73,n.a.,n.a.,106,116,93,107,133,138,135,118
657.,SISECAM FLAT GLASS ITALY S.R.L.,VIA JACOPO LINUSSIO 2,SAN GIORGIO DI NOGARO,Italy,2311,n.a.,16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,152,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
10.,SITIP S.P.A.,VIA VALL'ALTA 13,CENE,Italy,1391,n.a.,77,82,72,93,109,124,109,90,122,n.a.,573,595,624,658,725,741,752,825,888
341.,SKF INDUSTRIE S.P.A.,VIA DELL'ARCIVESCOVADO 1,TORINO,Italy,2815,n.a.,"1,030","1,024",986,989,979,"1,025",945,721,984,n.a.,"2,944","2,967","3,047","3,095","3,067","2,836","2,815","2,890","2,968"
101.,SLIM ALUMINIUM S.P.A.,PLE DELL'ALLUMINIO,CISTERNA DI LATINA,Italy,2442,n.a.,181,172,176,157,163,191,170,101,152,n.a.,394,393,393,404,425,434,454,466,466
819.,SMEC - S.R.L.,VIA GREGORIO VII SNC,GIOIA TAURO,Italy,4511,n.a.,1,1,1,1,1,3,3,3,3,n.a.,6,3,4,3,3,5,5,4,4
877.,SMURFIT KAPPA ITALIA S.P.A.,VIA VINCENZO MONTI 12,MILANO,Italy,1721,n.a.,578,575,525,501,501,540,497,426,513,n.a.,"1,711","1,701","1,718","1,702","1,727","1,730","1,718",n.a.,n.a.
926.,SNAIDERO RINO S.P.A.,VLE RINO SNAIDERO CAVALIERE DEL LAV,MAJANO,Italy,3102,n.a.,n.a.,106,168,166,176,178,180,185,228,n.a.,n.a.,841,"1,055","1,064",473,n.a.,470,470,470
824.,SNAM S.P.A.,PIAZZA SANTA BARBARA 7,SAN DONATO MILANESE,Italy,4950,n.a.,"2,616","4,112","4,022","3,982","4,075","3,694","3,508","2,468","1,910",n.a.,"2,883","6,303","6,072","6,045","6,051","6,112","6,104","6,187",n.a.
637.,SO.CAR.PI. S.R.L.,VIA DELLA TORBOLA 33,VILLA BASILICA,Italy,1712,n.a.,17,16,16,17,17,16,11,10,12,n.a.,22,22,21,21,21,23,19,20,20
436.,SO.LA.VA. S.P.A.,VIA URBINESE 45/F,CASTELFRANCO PIANDISCO,Italy,2332,n.a.,3,5,5,5,5,8,8,8,11,n.a.,46,48,1,52,52,52,53,54,54
97.,SOC FINANCIERE INVESTISS RESTAURATION,CHATEAU PLAISANCE,LANGOIRAN,France,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
304.,SOCIETA TRENTINA LIEVITI STL SPA,"VIA DEL BRENNERO,43",TRENTO,Italy,4636,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
262.,SOCIETA' CALCE RAFFINATA DI SAVIGNANO SUL PANARO A R.L.,VIA GHIARELLA 9,SAVIGNANO SUL PANARO,Italy,2352,n.a.,1,1,1,1,1,1,1,1,1,n.a.,5,5,5,5,5,5,5,5,5
394.,SOCIETA' ELETTRICA LIPARESE S.R.L.,VIA FRANCESCO CRISPI 86,LIPARI,Italy,3510,n.a.,9,12,n.a.,13,14,12,13,10,11,n.a.,44,45,n.a.,44,42,43,43,42,43
632.,SOCIETA' IMPIANTI ELETTRICI - S.R.L.,LOC LE GORREY 15,DONNAS,Italy,4222,n.a.,2,3,4,4,5,4,4,4,4,n.a.,19,36,40,37,39,39,n.a.,n.a.,n.a.
182.,SOCIETE DES AUTOCARS DE L'ILE DE BEAUTE,CHEMIN D ACQUALONGA,AJACCIO,France,4939,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
725.,SOCIETE SAPI,ZONE INDUSTRIELLE,ABBEVILLE,France,4649,n.a.,25,24,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
263.,SOF S.P.A.,VIA GIOVANNI DEL PIAN DEI CARPINI,FIRENZE,Italy,4322,n.a.,33,28,25,20,20,23,26,20,10,n.a.,200,140,117,99,98,108,79,60,34
921.,SOFFASS - SOCIETA' PER AZIONI,VIA FOSSANUOVA 59,PORCARI,Italy,1700,n.a.,473,232,227,227,225,234,222,212,238,n.a.,"1,021",380,380,380,377,380,372,372,n.a.
804.,SOLANA FRANCE,86 RUE DE FAGNIERES,CHALONS EN CHAMPAGNE,France,4621,n.a.,2,2,2,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,2,n.a.,n.a.,n.a.,n.a.,n.a.
645.,SOLVAY CHIMICA ITALIA SPA,VIA PIAVE 6,ROSIGNANO MARITTIMO,Italy,2013,n.a.,361,296,342,335,329,308,294,292,348,n.a.,606,474,462,629,656,665,689,721,734
149.,SOLVAY SOLUTIONS ITALIA S.P.A.,VIA MILANO 78/80,BOLLATE,Italy,2059,n.a.,150,150,142,130,132,128,117,105,236,n.a.,185,199,191,195,196,194,191,293,404
428.,SOLVAY SPECIALTY POLYMERS ITALY S.P.A.,VLE LOMBARDIA 20,BOLLATE,Italy,2013,n.a.,893,841,708,666,618,402,361,215,332,n.a.,"1,115","1,119","1,090","1,078",976,849,827,854,913
121.,SONOCO ALCORE DEMOLLI SRL,,,Italy,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
863.,SORGENIA POWER S.P.A.,VIA ALESSANDRO ALGARDI 4,MILANO,Italy,3511,n.a.,202,278,334,560,574,408,267,267,451,n.a.,55,53,55,57,57,48,37,23,22
721.,SORGENIA PUGLIA S.P.A.,VIA ALESSANDRO ALGARDI 4,MILANO,Italy,3511,n.a.,167,106,136,210,195,252,193,39,48,n.a.,19,19,19,19,19,19,18,19,17
530.,SPRAY DRY S.P.A.,VIA EMILIA OVEST 53/A,RUBIERA,Italy,4673,n.a.,32,25,19,17,18,19,15,19,27,n.a.,24,24,25,25,25,27,28,28,25
391.,SRB S.P.A.,VIA FIUME PICCOLO 10,BRINDISI,Italy,1081,n.a.,144,149,172,251,283,216,22,0,1,n.a.,127,133,112,93,92,94,66,1,1
