,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
787.,KEROS CERAMICA SL,"CARRETERA NACIONAL 340 (KM 44,500)",NULES,Spain,2331,n.a.,19,20,21,23,24,25,26,24,27,n.a.,130,129,155,153,146,147,165,172,176
208.,KNAUF GMBH SUCURSAL EN ESPANA,"CALLE MANOTERAS, 10 4",MADRID,Spain,4673,n.a.,n.a.,86,84,72,85,110,102,103,127,n.a.,n.a.,216,210,204,206,209,204,203,224
37.,LA FARGA LACAMBRA SA,"COLONIA LACAMBRA (CR C-17.KM 73,500), S/N",LES MASIES DE VOLTREGA,Spain,2444,n.a.,397,480,515,505,556,556,426,258,393,n.a.,202,189,173,157,174,169,152,152,155
278.,LA LADRILLERA MURCIANA SA,"LUGAR PARAJE LA MATANZA, S/N",FORTUNA,Spain,2332,n.a.,2,2,2,1,1,1,2,2,2,n.a.,15,15,9,17,18,21,22,22,24
446.,LA PLATERA SA,"CARRETERA CASTELLON-TERUEL, S/N",ALCORA,Spain,2331,n.a.,13,12,12,11,11,10,10,10,10,n.a.,61,54,53,57,55,54,54,48,58
749.,LACTALIS FORLASA SOCIEDAD LIMITADA,"AVENIDA REYES CATOLICOS, 135",VILLARROBLEDO,Spain,1051,n.a.,252,266,276,265,284,302,157,154,174,n.a.,101,107,102,101,94,70,89,254,259
533.,LACTALIS VILLARROBLEDO SOCIEDAD LIMITADA,"AVENIDA REYES CATOLICOS, 135",VILLARROBLEDO,Spain,1051,n.a.,82,86,101,106,105,113,79,3,3,n.a.,219,211,231,236,246,269,191,72,81
165.,LADISLAO LAGUNA SA,"CALLE PRADO, 41 45",SANTA CRUZ DE MUDELA,Spain,2332,n.a.,0,0,0,0,0,0,0,0,1,n.a.,3,4,4,4,4,3,7,14,14
536.,LADRI BAILEN SL,"CARRETERA MADRID - CADIZ, KM 299,4",BAILEN,Spain,2332,n.a.,n.a.,0,0,0,0,1,1,1,2,n.a.,n.a.,n.a.,n.a.,n.a.,2,1,9,9,9
860.,LADRILLERAS IBICENCAS SA,"CALLE SAN JUAN (CR), KM 5,200",SANTA EULALIA DEL RIO,Spain,2332,n.a.,1,1,1,1,1,1,2,2,3,n.a.,11,15,15,16,18,18,18,17,19
56.,LADRILLERIA ROSO SL,"CALLE COVARRUBIAS, 22 PISO 5 DR",MADRID,Spain,2332,n.a.,n.a.,n.a.,1,1,1,2,2,2,4,n.a.,n.a.,1,10,15,15,15,15,20,27
945.,LADRILLERIA TECNICA SA,"CALLE VEREDA DEL PRADO, S/N",PANTOJA,Spain,2332,n.a.,n.a.,n.a.,n.a.,1,2,2,3,2,6,n.a.,n.a.,n.a.,n.a.,3,4,4,20,10,27
384.,LADRILLERIAS MALLORQUINAS SA,"CALLE POU DE SA TEULERA, S/N APTDO CORREOS 35",FELANITX,Spain,2332,n.a.,5,5,5,5,5,6,7,9,16,n.a.,43,41,25,37,52,56,64,64,101
503.,LADRILLOS LA ALAMEDA SL,"AVENIDA DE CASTILLA LA MANCHA, 1",ALAMEDA DE LA SAGRA,Spain,2332,n.a.,0,0,0,0,0,1,0,1,2,n.a.,n.a.,n.a.,2,2,8,9,8,15,24
865.,LADRILLOS LAS NIEVES SRL LABORAL,"CARRETERA GABIA-HIJAR, S/N",LAS GABIAS,Spain,2332,n.a.,n.a.,n.a.,n.a.,0,0,1,1,0,1,n.a.,n.a.,n.a.,n.a.,2,1,12,12,11,17
817.,LADRILLOS MORA SL,"CARRETERA MADRID TOLEDO ((NACIONAL 401) KM 38,4)",ILLESCAS,Spain,2332,n.a.,6,4,2,2,3,3,4,4,4,n.a.,26,20,14,23,28,31,33,33,39
205.,LADRILLOS VIRGEN DE LAS NIEVES DE BAILEN SL,CARRETERA A-32 (KM 2),BAILEN,Spain,2332,n.a.,1,1,1,1,1,1,1,1,2,n.a.,6,6,7,8,13,13,16,16,28
477.,LAFARGE CEMENTOS SA,"AVENIDA MANOTERAS (ED B), 20 PISO 1",MADRID,Spain,2351,n.a.,136,145,141,129,145,187,208,246,404,n.a.,364,320,324,310,295,305,383,411,433
481.,LANGA DE DUERO ENERCORR XXI SL,"AVENIDA CERVERA, S/N",TARREGA,Spain,3511,n.a.,n.a.,n.a.,n.a.,18,18,16,15,14,13,n.a.,n.a.,n.a.,n.a.,14,15,13,12,11,10
777.,LINASA COGENERACION Y ASOCIADOS S.L.,"CALLE MULA, S/N",LAS TORRES DE COTILLAS,Spain,3511,n.a.,n.a.,n.a.,6,9,9,8,7,6,6,n.a.,n.a.,n.a.,6,6,6,6,6,6,7
763.,LIPIDOS SANTIGA SA,"CARRETERA B-141 (RIPOLLET-SANTIGA), KM 4,300",SANTA PERPETUA DE MOGODA,Spain,1041,n.a.,507,449,425,526,542,454,303,292,354,n.a.,171,168,182,185,183,191,196,152,139
941.,LOTCA SERVICIOS INTEGRALES SL,"CALLE GRAN VIA, 28",MADRID,Spain,5110,n.a.,n.a.,9,8,8,9,9,7,6,6,n.a.,n.a.,1,1,1,1,1,1,1,1
663.,MACERBA DE BAILEN SL,CARRETERA MADRID - CADIZ (KM 295),BAILEN,Spain,2332,n.a.,n.a.,n.a.,n.a.,n.a.,0,1,1,1,3,n.a.,n.a.,n.a.,n.a.,n.a.,2,3,10,11,25
148.,MAGNESITAS DE RUBIAN SA,CARRETERA LU-546 (- KM 35),O INCIO,Spain,0729,n.a.,14,17,15,17,18,18,15,13,12,n.a.,40,40,40,39,40,35,41,40,36
551.,MANUEL BERTOS SL,"CAMINO JAYENA, S/N",ALHENDIN,Spain,2332,n.a.,0,0,0,0,0,1,1,1,2,n.a.,n.a.,n.a.,2,2,5,8,17,15,22
624.,MANUFACTURA INDUSTRIAL AZULEJERA SL,"CAMINO TRAVESSA, 17",VILLARREAL,Spain,2331,n.a.,16,16,17,15,13,12,12,12,13,n.a.,62,57,63,56,55,54,55,50,56
54.,MARAZZI IBERIA SL,"AVENIDA ENRIQUE GIMENO, 317",CASTELLON,Spain,2331,n.a.,73,77,70,59,58,62,67,71,95,n.a.,333,348,351,375,405,427,264,275,288
677.,MATIAS GOMA TOMAS SOCIEDAD ANONIMA,"LUGAR AFORES ((LES ROIXELES)), S/N",LA RIBA,Spain,1729,n.a.,24,26,22,20,19,20,15,8,13,n.a.,47,46,48,49,49,46,47,40,39
231.,MAZARRON TEJAS SL,"CAMINO PALOMEQUEJO, S/N",NUMANCIA DE LA SAGRA,Spain,2349,n.a.,0,0,0,1,2,5,6,6,8,n.a.,1,2,2,20,48,61,58,61,68
796.,MB PAPELES ESPECIALES SA,"CALLE TUSET, 10",BARCELONA,Spain,1712,n.a.,33,38,44,36,36,38,38,32,34,n.a.,86,93,91,91,96,93,93,93,92
435.,MEDIO AMBIENTE AGUA RESIDUOS Y ENERGIA DE CANTABRIA SA,"BARRIO LA BARQUERA (CR TORRES-REOCIN), 13",CARTES,Spain,3811,n.a.,68,63,60,59,61,64,61,60,64,n.a.,279,271,285,298,314,323,326,329,333
285.,MEGASA SIDERURGICA SL,"CALLE ESTRADA CASTELA, 802 - 820",NARON,Spain,2410,n.a.,136,148,213,255,283,282,196,126,327,n.a.,127,137,173,186,191,192,200,217,247
377.,MEGASIDER ZARAGOZA SA,"AVENIDA JOSE LOPEZ SORIANO (PTR LOPEZ SORIANO), 100 ANTIGUA CR TORRECILLA VALMADRID KM 1,95",ZARAGOZA,Spain,2410,n.a.,190,218,217,209,233,268,218,160,240,n.a.,272,282,292,307,314,300,283,284,268
780.,MERCADONA SA,"CALLE VALENCIA, 5",TAVERNES BLANQUES,Spain,4711,n.a.,"19,824","19,077","18,459","18,062","17,552","16,476","15,270","14,429","14,309",n.a.,"79,563","75,381","74,228","74,082","71,333","67,208","63,142","61,803","61,739"
371.,MERCEDES-BENZ ESPANA SA,"AVENIDA DE BRUSELAS (POL. INDUSTRIAL ARROYO DE LA VEGA), 30 31",ALCOBENDAS,Spain,4511,n.a.,"4,919","4,400","3,567","2,873","2,787","3,151","2,854","2,369","4,141",n.a.,"5,073","4,062","4,086","3,990","3,824","3,890","3,897","3,940","3,516"
444.,MERCURY CERAMICA SOCIEDAD LIMITADA,"CARRETERA VIVER-PUERTO BURRIANA (KM 3,4)",ONDA,Spain,2332,n.a.,21,18,18,16,12,11,15,16,21,n.a.,101,87,110,112,114,113,149,182,184
565.,MICHELIN ESPANA PORTUGAL SA,"AVENIDA DE LOS ENCUARTES, 19",TRES CANTOS,Spain,2211,n.a.,"2,517","2,535","2,512","2,608","2,727","2,769","2,315","1,899","2,333",n.a.,"7,766","7,601","7,603","7,875","8,232","8,406","8,198","8,504","9,180"
293.,MIGUEL CARRERAS VERNIS SA,"PASEO CEMENTIRI, 4",FIGUERES,Spain,2344,n.a.,0,0,0,0,0,0,1,1,2,n.a.,n.a.,n.a.,3,3,3,6,18,21,12
1014.,MIGUEL PARRA E HIJOS SA,CARRETERA ABANILLA (KM 1),SANTOMERA,Spain,4631,n.a.,n.a.,n.a.,25,19,18,21,16,16,8,n.a.,n.a.,n.a.,54,46,41,40,35,33,33
681.,MONTEFIBRE HISPANIA SA,"CALLE ARIBAU, 185 - 187. PLANTA 6A",BARCELONA,Spain,2060,n.a.,0,0,1,49,178,175,189,154,189,n.a.,49,83,265,267,288,347,308,316,323
906.,MOSTOS VINOS Y ALCOHOLES SOCIEDAD ANONIMA,"CALLE MOMPO, 2",CAMPO DE CRIPTANA,Spain,1102,n.a.,65,73,78,83,84,74,57,49,70,n.a.,113,115,113,112,111,115,97,99,90
268.,NATUCER SL,"POLIGONO INDUSTRIAL FORQUES, 2",ONDA,Spain,2320,n.a.,16,15,13,12,12,14,15,15,22,n.a.,87,88,90,89,91,94,103,117,134
558.,NAVANTIA SA SME.,"CALLE VELAZQUEZ, 132",MADRID,Spain,3011,n.a.,739,718,570,722,929,"1,282","1,619","1,618","1,495",n.a.,"5,528","5,559","5,594","5,651","5,694","5,692","5,669","5,673","5,669"
3.,NEOELECTRA LA LUISIANA SL,"CALLE FREDERIC MOMPOU, 5 ED EURO 3 . PLT 3",SANT JUST DESVERN,Spain,3511,n.a.,n.a.,n.a.,n.a.,n.a.,5,5,4,3,4,n.a.,n.a.,n.a.,n.a.,n.a.,7,9,7,7,6
575.,NERVACERO SOCIEDAD ANONIMA,"BARRIO BALLONTI, S/N",VALLE DE TRAPAGA-TRAPAGARAN,Spain,2410,n.a.,229,266,299,322,344,372,295,249,593,n.a.,323,306,318,324,345,405,442,470,486
682.,NESTLE ESPANA SAU,"AVENIDA PAISOS CATALANS, 25 -51.ED NESTLE",ESPLUGUES DE LLOBREGAT,Spain,1086,n.a.,"1,974","1,984","2,028","1,761","1,556","1,456","1,326","1,268","1,353",n.a.,"4,192","4,271","4,387","4,047","3,412","3,434","3,252","3,218","3,465"
454.,"NII HOLDINGS, INC.",SUITE 600,RESTON,United States of America,6190,n.a.,934,"1,114","1,523","1,597","4,315","4,931","4,193","3,051","3,068",n.a.,"2,618","2,875","9,800","13,600","16,100","15,300","13,500","13,673","12,299"
74.,NISSAN MOTOR IBERICA SA,"CALLE NUMERO 3 (SECTOR B), 77",BARCELONA,Spain,2910,n.a.,"3,401","2,761","2,983","3,015","3,150","3,250","2,657","1,717","2,314",n.a.,"5,292","5,093","5,528","5,377","5,225","5,362","5,116","5,004","6,143"
983.,NOMAZUL SOCIEDAD ANONIMA,"CARRETERA CASTELLON-TERUEL, 39",ALCORA,Spain,2331,n.a.,4,5,4,3,3,3,4,4,5,n.a.,37,38,38,38,38,37,39,39,45
233.,NOVOGRES SA,"CARRETERA NACIONAL 340 (KM 56,7)",VILLARREAL,Spain,2331,n.a.,14,18,23,26,22,17,14,14,19,n.a.,70,67,70,69,66,64,63,65,80
772.,NUEVA CERAMICA MODERNA SL,"CALLE VEREDA PRADO, S/N",PANTOJA,Spain,2332,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,3,3,6,n.a.,n.a.,n.a.,n.a.,n.a.,18,18,22,26,26
564.,NUEVA GENERADORA DEL SUR SA,"AVENIDA SAN LUIS, 77",MADRID,Spain,3511,n.a.,5,5,8,56,206,221,198,181,294,n.a.,12,8,14,46,46,46,45,44,52
18.,NUEVAS ATOMIZADAS SL,"PARTIDA FOYES FERRAES, S/N",ALCORA,Spain,2399,n.a.,n.a.,44,37,36,30,25,20,17,17,n.a.,n.a.,38,41,41,40,39,38,35,18
859.,NUEVOS PRODUCTOS CERAMICOS SA,"PARTIDA EMPERADORA (POL. INDUSTRIAL), S/N",VILAFAMES,Spain,2399,n.a.,n.a.,105,92,83,87,86,74,70,114,n.a.,n.a.,168,159,154,162,165,149,143,197
174.,NUREL SA,"CARRETERA BARCELONA, KM 329. BO STA ISABEL JUNTO PG MALPICA",ZARAGOZA,Spain,2060,n.a.,64,64,73,75,82,80,74,52,71,n.a.,312,297,298,316,340,362,378,405,463
815.,OBRAS Y SERVICIOS SGASA S.A.,"CALLE SAUCE (POL. INDUSTRIAL NICOMEDES GARCIA), 30",VALVERDE DEL MAJANO,Spain,4399,n.a.,1,3,2,3,5,7,8,11,8,n.a.,10,2,6,16,15,25,45,58,69
975.,ONDULINE MATERIALES DE CONSTRUCCION SAU,"POLIGONO INDUSTRIAL CAMPILLO, FASE II PARC. 12",ABANTO CIERVANA/ABANTO ZIERBENA,Spain,4673,n.a.,16,16,17,13,12,17,18,8,9,n.a.,69,69,68,68,72,69,69,34,40
733.,OPEL ESPANA SLU,POLIGONO INDUSTRIAL ENTRERRIOS (CTRA N-232 KM 29),FIGUERUELAS,Spain,2910,n.a.,"4,357","4,590","3,840","3,214","3,294","4,519","4,670","4,301","5,095",n.a.,"5,365","5,433","5,592","5,770","5,462","6,211","6,588","6,893","7,092"
1010.,PALAU CERAMICA DE ALPICAT SA,"CAMINO COMA, 7",ALPICAT,Spain,2332,n.a.,3,3,2,2,2,2,3,3,6,n.a.,28,26,25,24,21,26,35,40,47
290.,PALAU CERAMICA DE CHILOECHES SL,"CALLE CAMINO DE LA VEGA (POL IND), 72",CHILOECHES,Spain,2332,n.a.,n.a.,n.a.,0,1,1,0,1,1,3,n.a.,2,3,4,7,9,7,7,6,15
150.,PAMESA CERAMICA SL,"CAMINO ALCORA, 8",ALMAZORA,Spain,2331,n.a.,339,296,274,221,185,165,134,110,140,n.a.,449,481,442,419,404,406,393,389,442
857.,PAPELERA DE LA ALQUERIA SL,"CALLE SAN LORENZO, 2",L'ALQUERIA D'ASNAR,Spain,1712,n.a.,42,39,39,37,32,31,24,18,26,n.a.,50,49,54,49,45,42,42,40,42
685.,"PAPELERA DEL ORIA, SA","CALLE ERNIO BIDEA, 8 BIS",ZIZURKIL,Spain,1712,n.a.,38,41,40,39,49,48,50,44,46,n.a.,74,74,74,86,88,87,86,88,89
858.,PAPELERA DEL PRINCIPADO SA,"LUGAR ENLACE AUTOVIA L-200 (APARTADO DE CORREOS 39), S/N",MOLLERUSSA,Spain,1712,n.a.,46,53,53,54,53,54,53,43,44,n.a.,85,87,88,95,101,97,95,90,92
12.,PAPELERA ECKER SA,"CALLE PALACIO, S/N",BENIPARRELL,Spain,1712,n.a.,n.a.,15,12,14,13,15,11,10,12,n.a.,n.a.,33,34,33,32,32,33,33,37
790.,PAPELERA GUIPUZCOANA DE ZICUNAGA SA,"BARRIO ZIKUNAGA BAILARA, 52",HERNANI,Spain,1712,n.a.,194,211,198,203,209,212,202,179,180,n.a.,235,250,244,258,269,278,284,289,299
582.,PAPELERA MARCELINO SABATE SA,"CAMINO MOLI VINYALS, S/N",TORRELAVIT,Spain,1712,n.a.,n.a.,n.a.,n.a.,0,1,4,3,2,4,n.a.,n.a.,n.a.,1,1,3,10,9,13,13
262.,PAPELERA S'ESGLAYETA SAU,"CALLE SETZE DE JULIOL (POL. SON CASTELLO), 57",PALMA,Spain,1712,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,5,10,10,10,10
641.,PAPELES Y CARTONES DE EUROPA S.A.,"AVENIDA DE FUENCARRAL, ALCOBENDAS 98",MADRID,Spain,1712,n.a.,814,809,780,806,728,731,621,440,439,n.a.,"2,266","2,286","2,274","2,300","1,282","2,126","1,154","1,173","1,593"
577.,PAPERTECH SL,"CARRETERA NACIONAL 121, 2",TUDELA,Spain,1729,n.a.,20,19,19,18,19,20,18,14,18,n.a.,77,78,78,78,78,81,82,80,68
1000.,PAPRESA SA,"AVENIDA MARTIRES DE LA LIBERTAD, 6",ERRENTERIA,Spain,1712,n.a.,136,123,128,134,148,155,127,156,150,n.a.,220,206,211,230,239,243,245,253,260
617.,PAVIMENTOS BECHI SL,"PARTIDA ESPARTERA, 5",BETXI,Spain,2349,n.a.,12,12,11,11,12,10,10,9,8,n.a.,62,64,60,56,67,69,70,61,69
68.,"PE123, S.L.","CALLE PADULETA (PG IND JUNDIZ), 18",VITORIA-GASTEIZ,Spain,2349,n.a.,n.a.,n.a.,n.a.,n.a.,2,4,5,6,10,n.a.,n.a.,n.a.,n.a.,n.a.,18,32,35,30,62
943.,PERONDA GROUP SA.,"AVENIDA MANUEL ESCOBEDO, 26",ONDA,Spain,2331,n.a.,59,55,57,61,59,58,54,50,62,n.a.,300,296,299,309,308,303,284,279,311
855.,PETROLEOS DEL NORTE SOCIEDAD ANONIMA,"BARRIO SAN MARTIN, 5 ED MUNATONES",MUSKIZ,Spain,1920,n.a.,"4,620","5,404","6,692","6,862","6,800","6,965","5,362","4,351","6,451",n.a.,"1,049","1,032","1,028","1,072","1,098","1,132","1,126","1,110","1,064"
706.,"PEUGEOT CITROEN AUTOMOVILES ESPANA, SA","CALLE CITROEN (ZONA FRANCA), 3 -5",VIGO,Spain,2910,n.a.,"5,224","5,405","5,021","5,059","4,292","5,093","5,559","5,609","6,344",n.a.,"7,905","8,168","8,806","9,625","9,679","10,064","11,060","11,713","12,110"
1001.,PLADUR GYPSUM SA.,"AVENIDA DE ANDALUCIA (A-4 KM 30,200)",VALDEMORO,Spain,2362,n.a.,79,78,74,71,82,102,128,141,233,n.a.,293,287,286,313,325,332,335,397,533
543.,PLANTA DE REGASIFICACION DE SAGUNTO SA,LUGAR AMPLIACION PUERTO SAGUNTO (CONTRADIQUE SUR),SAGUNTO/SAGUNT,Spain,3521,n.a.,103,99,106,108,102,122,86,81,71,n.a.,68,68,67,67,67,67,67,67,66
311.,POLIDUX SOCIEDAD ANONIMA,"CALLE MENDEZ ALVARO (EL CAMPUS), 44",MADRID,Spain,2016,n.a.,7,6,4,36,40,39,34,27,40,n.a.,43,44,45,88,88,92,96,111,120
505.,POLO HERMANOS SL,"CAMINO DE ENMEDIO, S/N",MARACENA,Spain,2332,n.a.,0,0,0,1,1,1,1,0,1,n.a.,3,4,4,6,7,9,7,9,15
90.,PORCELANICOS HDC SA,"CARRETERA CV-160 (KM 16.8, APDO 590)",VILAFAMES,Spain,2331,n.a.,14,13,12,10,9,8,7,9,12,n.a.,58,59,55,52,49,52,56,63,78
470.,PORCELANITE SL,"CAMINO FOYES FERRAES (APARTADO DE CORREOS 84), S/N",L'ALCORA,Spain,2331,n.a.,n.a.,7,8,8,9,12,11,9,10,n.a.,n.a.,48,47,48,51,52,51,43,46
895.,PORCELANOSA SA,CARRETERA NACIONAL 340 (KM 56.200),VILLARREAL,Spain,2331,n.a.,179,174,160,155,149,134,143,132,186,n.a.,765,765,769,776,791,814,830,864,"1,028"
450.,PRANE PROYECTOS E INVERSION SL,"CARRETERA CV 20 ONDA, S/N",VILLARREAL,Spain,8211,n.a.,8,9,42,38,2,0,0,0,1,n.a.,120,114,75,43,32,13,2,1,1
79.,PRIVILEGE STYLE SA,"CAMINO SON FANGOS (COMPLEJO MIRALL BALEAR), 100 TORRE A PLT 3 OF 7",PALMA,Spain,5110,n.a.,56,47,35,32,29,24,33,22,41,n.a.,160,140,95,76,71,66,67,64,69
